image_name,target
ISIC_0052060,-7.408146
ISIC_0052349,-6.135041
ISIC_0058510,-17.58229
ISIC_0073313,-9.717631
ISIC_0073502,-4.417318
ISIC_0074618,-3.2572777
ISIC_0076801,-4.7571683
ISIC_0077586,-2.839153
ISIC_0082004,-1.75694
ISIC_0082785,-3.7623546
ISIC_0085332,-7.8766418
ISIC_0087243,-11.281642
ISIC_0088167,-4.172417
ISIC_0089356,-7.6438327
ISIC_0090283,-3.4117556
ISIC_0092481,-11.754699
ISIC_0095455,-13.792841
ISIC_0095790,-9.160455
ISIC_0097719,-2.9074106
ISIC_0099348,-3.3311052
ISIC_0101040,-4.49617
ISIC_0101383,-8.725121
ISIC_0105104,-4.2681174
ISIC_0108196,-10.410516
ISIC_0112420,-0.8211951
ISIC_0114232,-9.649971
ISIC_0115798,-5.3048024
ISIC_0116844,-7.9638996
ISIC_0126432,-11.004679
ISIC_0131485,-9.305284
ISIC_0131912,-11.166641
ISIC_0131978,-8.574782
ISIC_0139322,-4.2353287
ISIC_0142066,-3.7954626
ISIC_0143109,-3.6714056
ISIC_0148210,-4.0611186
ISIC_0148937,-9.922454
ISIC_0150213,-2.6664786
ISIC_0152553,-9.841835
ISIC_0153127,-5.7188296
ISIC_0154289,-7.872951
ISIC_0155813,-1.7350638
ISIC_0155983,-1.8688922
ISIC_0157088,-7.7665124
ISIC_0158761,-4.8284
ISIC_0161963,-3.2402725
ISIC_0165178,-2.7780156
ISIC_0165230,-1.7446226
ISIC_0165615,-9.798798
ISIC_0165617,-4.3673263
ISIC_0165674,-10.550219
ISIC_0165928,-4.314173
ISIC_0166561,-11.058741
ISIC_0168125,-2.4879136
ISIC_0169378,-2.9474018
ISIC_0169575,-8.304873
ISIC_0169906,-3.569936
ISIC_0171865,-1.2545195
ISIC_0172678,-11.11006
ISIC_0174800,-7.3510494
ISIC_0175014,-7.045219
ISIC_0175798,-1.4541949
ISIC_0176152,-5.5232058
ISIC_0177083,-5.142422
ISIC_0178235,-2.9425054
ISIC_0178258,-6.3855925
ISIC_0178428,-4.530461
ISIC_0178741,-2.4991345
ISIC_0180057,-4.862664
ISIC_0182213,-1.9524122
ISIC_0183334,-10.221455
ISIC_0183449,-1.5394801
ISIC_0183658,-11.983157
ISIC_0183771,-6.588128
ISIC_0186715,-4.575147
ISIC_0187786,-8.925088
ISIC_0188485,-9.627141
ISIC_0191895,-2.7269542
ISIC_0192184,-4.605424
ISIC_0192807,-11.914407
ISIC_0193289,-3.6550462
ISIC_0194115,-3.739613
ISIC_0195744,-2.8309755
ISIC_0195995,-8.969919
ISIC_0196159,-2.3268027
ISIC_0196622,-10.620536
ISIC_0196807,-3.9111655
ISIC_0197182,-4.0591106
ISIC_0197440,-3.5724764
ISIC_0197860,-4.8116393
ISIC_0198376,-11.543081
ISIC_0198622,-8.240924
ISIC_0199195,-4.1699862
ISIC_0199718,-15.45826
ISIC_0199780,-9.599759
ISIC_0200120,-1.6792243
ISIC_0204399,-15.814801
ISIC_0204875,-10.556608
ISIC_0205627,-5.7759213
ISIC_0206261,-6.5386662
ISIC_0206934,-4.4926667
ISIC_0207197,-4.917691
ISIC_0208233,-2.1641011
ISIC_0209640,-6.939524
ISIC_0210915,-5.7653008
ISIC_0212435,-8.513892
ISIC_0212468,-9.690381
ISIC_0213848,-6.391172
ISIC_0216203,-4.7417517
ISIC_0216447,-1.4525882
ISIC_0220438,-1.5471196
ISIC_0220466,-3.1629405
ISIC_0223354,-14.321387
ISIC_0223463,-2.6244032
ISIC_0223760,-12.513046
ISIC_0224309,-3.6775212
ISIC_0225471,-3.6168687
ISIC_0225894,-4.875618
ISIC_0226234,-5.394865
ISIC_0227767,-8.586799
ISIC_0228452,-4.650902
ISIC_0229266,-3.2390983
ISIC_0230247,-6.1330547
ISIC_0230499,-2.3190455
ISIC_0231539,-4.7154355
ISIC_0231788,-4.5200157
ISIC_0232763,-4.0519404
ISIC_0235107,-6.056463
ISIC_0235501,-3.1943598
ISIC_0235505,-1.7010022
ISIC_0235542,-4.218442
ISIC_0238185,-11.979995
ISIC_0238872,-2.023056
ISIC_0239635,-2.3830974
ISIC_0240839,-11.112862
ISIC_0241566,-3.407427
ISIC_0243686,-5.608617
ISIC_0243937,-5.4375796
ISIC_0244266,-4.2841706
ISIC_0244465,-14.44737
ISIC_0244617,-8.451934
ISIC_0244885,-2.9869404
ISIC_0245273,-7.4643297
ISIC_0246008,-11.592544
ISIC_0246211,-5.873639
ISIC_0248702,-3.3981643
ISIC_0251455,-3.524902
ISIC_0251656,-4.347067
ISIC_0252811,-4.8017836
ISIC_0254594,-7.9532647
ISIC_0255112,-5.403301
ISIC_0256267,-11.385091
ISIC_0258149,-5.303786
ISIC_0258489,-4.2348943
ISIC_0258717,-4.576736
ISIC_0259209,-1.9807389
ISIC_0259237,-2.1740823
ISIC_0261866,-2.1880639
ISIC_0261904,-5.241722
ISIC_0261907,-9.123714
ISIC_0262392,-9.329677
ISIC_0262492,-3.9121394
ISIC_0263920,-13.82539
ISIC_0265011,-12.116554
ISIC_0267082,-2.6473112
ISIC_0268025,-11.823289
ISIC_0268451,-5.1054783
ISIC_0269476,-13.997666
ISIC_0270022,-3.363565
ISIC_0270367,-6.2880864
ISIC_0271223,-4.153738
ISIC_0272190,-4.346673
ISIC_0273533,-5.8544807
ISIC_0274458,-2.3548348
ISIC_0274698,-4.06708
ISIC_0274789,-1.1270686
ISIC_0276718,-6.7920766
ISIC_0280382,-5.5161304
ISIC_0280752,-4.803496
ISIC_0280782,-2.3256066
ISIC_0280827,-3.097949
ISIC_0281227,-9.021061
ISIC_0282269,-7.190019
ISIC_0282486,-4.021406
ISIC_0282737,-4.385498
ISIC_0284147,-12.621173
ISIC_0284441,-1.8831986
ISIC_0284485,-4.86114
ISIC_0285491,-3.674712
ISIC_0285697,-2.7294085
ISIC_0286688,-3.8460398
ISIC_0287132,-19.033688
ISIC_0287325,-1.0513752
ISIC_0288225,-7.6323805
ISIC_0290187,-10.562512
ISIC_0291705,-11.890302
ISIC_0292996,-4.312799
ISIC_0294150,-2.9565904
ISIC_0296540,-7.832039
ISIC_0297539,-7.7516685
ISIC_0297702,-6.269535
ISIC_0298417,-3.6645157
ISIC_0299870,-2.3951461
ISIC_0300002,-2.9215653
ISIC_0301547,-11.555318
ISIC_0301769,-3.3649113
ISIC_0304467,-6.2131763
ISIC_0304666,-12.44401
ISIC_0304667,-3.1581774
ISIC_0306094,-9.481877
ISIC_0307004,-1.7171823
ISIC_0307411,-4.7859955
ISIC_0309192,-4.769072
ISIC_0309503,-6.6890383
ISIC_0310320,-3.1114419
ISIC_0311235,-1.4141705
ISIC_0311814,-8.190334
ISIC_0312717,-6.611642
ISIC_0313675,-13.03444
ISIC_0317285,-2.5389974
ISIC_0318934,-8.674089
ISIC_0319131,-19.52942
ISIC_0319990,-3.7277987
ISIC_0320662,-11.453302
ISIC_0321218,-4.656769
ISIC_0321906,-2.4950569
ISIC_0321948,-7.415643
ISIC_0322514,-3.446189
ISIC_0327756,-2.2966053
ISIC_0328346,-12.472346
ISIC_0328687,-5.0437407
ISIC_0328823,-11.591024
ISIC_0329169,-5.1914487
ISIC_0329910,-4.8126893
ISIC_0330060,-5.9523787
ISIC_0330886,-5.770606
ISIC_0332421,-13.52163
ISIC_0332456,-2.8158937
ISIC_0334179,-4.401097
ISIC_0335244,-2.8983233
ISIC_0335886,-4.0672398
ISIC_0336093,-4.8421926
ISIC_0338118,-2.8445385
ISIC_0338587,-5.1818237
ISIC_0339455,-2.2565784
ISIC_0340198,-14.266274
ISIC_0340572,-3.169095
ISIC_0341315,-2.6145003
ISIC_0343131,-4.0656295
ISIC_0343283,-1.8950251
ISIC_0346766,-4.146659
ISIC_0347157,-4.924227
ISIC_0348342,-5.3469076
ISIC_0350347,-3.1127934
ISIC_0350470,-13.934137
ISIC_0351156,-2.987467
ISIC_0351912,-5.1578927
ISIC_0352620,-3.8628218
ISIC_0353021,-7.0762
ISIC_0355377,-8.192983
ISIC_0358260,-10.234541
ISIC_0358623,-7.6797028
ISIC_0359676,-7.053629
ISIC_0359720,-18.768057
ISIC_0361122,-14.252027
ISIC_0366488,-2.5088878
ISIC_0367795,-4.067744
ISIC_0367988,-1.3863053
ISIC_0368092,-3.6464171
ISIC_0368696,-10.366288
ISIC_0369888,-4.3445234
ISIC_0370322,-1.9887247
ISIC_0371470,-11.210384
ISIC_0371907,-4.5178967
ISIC_0372927,-3.602961
ISIC_0372955,-11.798043
