image_name,target
ISIC_0052060,-7.501954
ISIC_0052349,-6.322922
ISIC_0058510,-11.474008
ISIC_0073313,-14.0594425
ISIC_0073502,-2.9065535
ISIC_0074618,-4.330438
ISIC_0076801,-5.284103
ISIC_0077586,-2.326881
ISIC_0082004,-2.2075968
ISIC_0082785,-2.4241755
ISIC_0085332,-8.972515
ISIC_0087243,-7.4163613
ISIC_0088167,-2.8544571
ISIC_0089356,-13.589587
ISIC_0090283,-2.62158
ISIC_0092481,-11.277189
ISIC_0095455,-6.986154
ISIC_0095790,-9.822652
ISIC_0097719,-1.5344281
ISIC_0099348,-2.5750532
ISIC_0101040,-2.639631
ISIC_0101383,-6.7720714
ISIC_0105104,-1.9922554
ISIC_0108196,-9.007223
ISIC_0112420,-2.7166526
ISIC_0114232,-9.716521
ISIC_0115798,-12.241756
ISIC_0116844,-9.908424
ISIC_0126432,-5.3297467
ISIC_0131485,-8.1206
ISIC_0131912,-12.432941
ISIC_0131978,-10.871399
ISIC_0139322,-3.1390615
ISIC_0142066,-1.9602969
ISIC_0143109,-2.1213374
ISIC_0148210,-3.9908206
ISIC_0148937,-10.046247
ISIC_0150213,-1.6626477
ISIC_0152553,-7.421357
ISIC_0153127,-5.5060687
ISIC_0154289,-9.821876
ISIC_0155813,-2.552437
ISIC_0155983,-1.0709012
ISIC_0157088,-5.4309645
ISIC_0158761,-14.14444
ISIC_0161963,-1.6783634
ISIC_0165178,-4.030336
ISIC_0165230,-3.2827034
ISIC_0165615,-9.875694
ISIC_0165617,-4.239874
ISIC_0165674,-9.540604
ISIC_0165928,-4.5625076
ISIC_0166561,-8.508614
ISIC_0168125,-5.825092
ISIC_0169378,-4.2295327
ISIC_0169575,-6.6220145
ISIC_0169906,-2.0165663
ISIC_0171865,-2.3824594
ISIC_0172678,-5.3805823
ISIC_0174800,-5.6199346
ISIC_0175014,-5.429983
ISIC_0175798,-2.6623993
ISIC_0176152,-4.135227
ISIC_0177083,-5.4759264
ISIC_0178235,-1.8714699
ISIC_0178258,-5.1931167
ISIC_0178428,-4.059569
ISIC_0178741,-3.3796432
ISIC_0180057,-4.4946456
ISIC_0182213,-0.9101519
ISIC_0183334,-14.855832
ISIC_0183449,-1.5335602
ISIC_0183658,-8.487874
ISIC_0183771,-3.9317138
ISIC_0186715,-1.733563
ISIC_0187786,-12.143278
ISIC_0188485,-4.3425665
ISIC_0191895,-3.435886
ISIC_0192184,-5.4668756
ISIC_0192807,-9.20878
ISIC_0193289,-2.759037
ISIC_0194115,-7.572834
ISIC_0195744,-3.6150365
ISIC_0195995,-4.7416263
ISIC_0196159,-3.5370855
ISIC_0196622,-8.823132
ISIC_0196807,-2.9140594
ISIC_0197182,-2.8291852
ISIC_0197440,-2.7094598
ISIC_0197860,-4.755972
ISIC_0198376,-17.410751
ISIC_0198622,-8.203537
ISIC_0199195,-4.9525843
ISIC_0199718,-7.846448
ISIC_0199780,-17.649694
ISIC_0200120,-1.1663256
ISIC_0204399,-9.155716
ISIC_0204875,-10.02444
ISIC_0205627,-8.184578
ISIC_0206261,-9.724667
ISIC_0206934,-3.1877115
ISIC_0207197,-5.053294
ISIC_0208233,-1.9104844
ISIC_0209640,-13.4972105
ISIC_0210915,-4.8083057
ISIC_0212435,-12.393662
ISIC_0212468,-4.0046873
ISIC_0213848,-5.433766
ISIC_0216203,-4.7552304
ISIC_0216447,-1.7202206
ISIC_0220438,-1.6656815
ISIC_0220466,-2.4421797
ISIC_0223354,-5.574839
ISIC_0223463,-3.1324494
ISIC_0223760,-9.020279
ISIC_0224309,-2.6688912
ISIC_0225471,-5.0449953
ISIC_0225894,-3.578205
ISIC_0226234,-11.855315
ISIC_0227767,-8.836001
ISIC_0228452,-5.074104
ISIC_0229266,-3.8343303
ISIC_0230247,-12.419368
ISIC_0230499,-2.0166888
ISIC_0231539,-4.3036375
ISIC_0231788,-5.5444746
ISIC_0232763,-3.7535584
ISIC_0235107,-3.1334808
ISIC_0235501,-3.1990733
ISIC_0235505,-4.4423003
ISIC_0235542,-6.772972
ISIC_0238185,-10.9815445
ISIC_0238872,-1.9275326
ISIC_0239635,-3.4830334
ISIC_0240839,-12.673475
ISIC_0241566,-2.9859262
ISIC_0243686,-3.0201535
ISIC_0243937,-5.5625005
ISIC_0244266,-2.4456515
ISIC_0244465,-13.960107
ISIC_0244617,-8.863956
ISIC_0244885,-1.5615094
ISIC_0245273,-5.1380925
ISIC_0246008,-14.14775
ISIC_0246211,-6.380506
ISIC_0248702,-2.1801345
ISIC_0251455,-2.8134353
ISIC_0251656,-3.372547
ISIC_0252811,-5.1364326
ISIC_0254594,-9.36408
ISIC_0255112,-3.6699445
ISIC_0256267,-9.354819
ISIC_0258149,-5.256819
ISIC_0258489,-2.6619937
ISIC_0258717,-4.4177704
ISIC_0259209,-1.7211787
ISIC_0259237,-1.763909
ISIC_0261866,-1.1488122
ISIC_0261904,-6.291601
ISIC_0261907,-14.012635
ISIC_0262392,-5.472642
ISIC_0262492,-4.505259
ISIC_0263920,-5.4957767
ISIC_0265011,-6.1239247
ISIC_0267082,-4.829237
ISIC_0268025,-6.2320223
ISIC_0268451,-3.325189
ISIC_0269476,-13.317936
ISIC_0270022,-2.4120715
ISIC_0270367,-5.1620646
ISIC_0271223,-6.1891856
ISIC_0272190,-2.950112
ISIC_0273533,-4.440748
ISIC_0274458,-4.956729
ISIC_0274698,-2.8392353
ISIC_0274789,-1.3125505
ISIC_0276718,-8.797442
ISIC_0280382,-6.169841
ISIC_0280752,-2.8515673
ISIC_0280782,-1.7222248
ISIC_0280827,-3.3558013
ISIC_0281227,-8.594492
ISIC_0282269,-11.723155
ISIC_0282486,-3.815236
ISIC_0282737,-2.6935775
ISIC_0284147,-8.8278675
ISIC_0284441,-2.466782
ISIC_0284485,-5.607334
ISIC_0285491,-4.366697
ISIC_0285697,-2.4644217
ISIC_0286688,-4.021212
ISIC_0287132,-8.9366455
ISIC_0287325,-0.5598822
ISIC_0288225,-15.11215
ISIC_0290187,-14.352097
ISIC_0291705,-12.871686
ISIC_0292996,-4.3622155
ISIC_0294150,-4.2019277
ISIC_0296540,-12.24202
ISIC_0297539,-7.8481693
ISIC_0297702,-8.381703
ISIC_0298417,-3.255667
ISIC_0299870,-3.1991363
ISIC_0300002,-2.5222807
ISIC_0301547,-6.6979127
ISIC_0301769,-2.2423751
ISIC_0304467,-5.720439
ISIC_0304666,-7.216377
