image_name,target
ISIC_0052060,0.05508188060318908
ISIC_0052349,0.02963885083798395
ISIC_0058510,0.025333243328831922
ISIC_0073313,0.027643355543648992
ISIC_0073502,0.027289093288516763
ISIC_0074618,0.04170263942515608
ISIC_0076801,0.046720728441566994
ISIC_0077586,0.026833112168049563
ISIC_0082004,0.02900477890197011
ISIC_0082785,0.036218941932804526
ISIC_0085332,0.03271636700129278
ISIC_0087243,0.04697584715604386
ISIC_0088167,0.025549819323158002
ISIC_0089356,0.03902945963097183
ISIC_0090283,0.03803738495310376
ISIC_0092481,0.02716635095739458
ISIC_0095455,0.02684758036124936
ISIC_0095790,0.03275256328559814
ISIC_0097719,0.03662356926912681
ISIC_0099348,0.038362926716985615
ISIC_0101040,0.026144361684953932
ISIC_0101383,0.026115074846647542
ISIC_0105104,0.039766142892575
ISIC_0108196,0.02931958670769537
ISIC_0112420,0.16871504105764384
ISIC_0114232,0.02489841860059478
ISIC_0115798,0.02879166495944941
ISIC_0116844,0.02847067126979659
ISIC_0126432,0.04641890078610863
ISIC_0131485,0.04281266403545852
ISIC_0131912,0.025885876084601602
ISIC_0131978,0.024152951102454648
ISIC_0139322,0.028162421661352882
ISIC_0142066,0.02599769179049708
ISIC_0143109,0.02657731883499596
ISIC_0148210,0.02855453283716717
ISIC_0148937,0.02941767198194978
ISIC_0150213,0.02661700767626279
ISIC_0152553,0.030221101429955616
ISIC_0153127,0.046687231024995175
ISIC_0154289,0.0308679189041485
ISIC_0155813,0.038856345227290534
ISIC_0155983,0.05403802529252469
ISIC_0157088,0.07928078347504083
ISIC_0158761,0.03210191838715052
ISIC_0161963,0.04357002489540553
ISIC_0165178,0.05077479782147424
ISIC_0165230,0.026018884027586158
ISIC_0165615,0.028078887614345304
ISIC_0165617,0.030992215103895233
ISIC_0165674,0.027894455569720013
ISIC_0165928,0.02868169849093008
ISIC_0166561,0.02630130199193588
ISIC_0168125,0.04689323696510269
ISIC_0169378,0.10041131212706707
ISIC_0169575,0.02806897303064896
ISIC_0169906,0.15515974091747892
ISIC_0171865,0.038079912051652794
ISIC_0172678,0.025800495055605388
ISIC_0174800,0.025721136874394
ISIC_0175014,0.033005203409547705
ISIC_0175798,0.032547796295441606
ISIC_0176152,0.029891224313757892
ISIC_0177083,0.03170838179725643
ISIC_0178235,0.15875166542117763
ISIC_0178258,0.033476834721357436
ISIC_0178428,0.0392463773218377
ISIC_0178741,0.02474127519431505
ISIC_0180057,0.025463462900124308
ISIC_0182213,0.047509827697236225
ISIC_0183334,0.044789737064142174
ISIC_0183449,0.05332343838613507
ISIC_0183658,0.028104439566766972
ISIC_0183771,0.03629938899607294
ISIC_0186715,0.035833251824557225
ISIC_0187786,0.03132023550841784
ISIC_0188485,0.03694769462164658
ISIC_0191895,0.14429130269041918
ISIC_0192184,0.027743385383956952
ISIC_0192807,0.02816195218551389
ISIC_0193289,0.0468160662882894
ISIC_0194115,0.04489322196133937
ISIC_0195744,0.0279755661078486
ISIC_0195995,0.031602863700949974
ISIC_0196159,0.03206326510631388
ISIC_0196622,0.02715887536229577
ISIC_0196807,0.02941718930353951
ISIC_0197182,0.024941028284764043
ISIC_0197440,0.04206053462972159
ISIC_0197860,0.03291542280604068
ISIC_0198376,0.030734974538077352
ISIC_0198622,0.031718313793721184
ISIC_0199195,0.02977548500597311
ISIC_0199718,0.029059866445994124
ISIC_0199780,0.03976742962478541
ISIC_0200120,0.17080843930294035
ISIC_0204399,0.02760416008803821
ISIC_0204875,0.02770652603629802
ISIC_0205627,0.03253175691041927
ISIC_0206261,0.030193755943381247
ISIC_0206934,0.06876217744563962
ISIC_0207197,0.0697509322467268
ISIC_0208233,0.04778430370717188
ISIC_0209640,0.03150327317832599
ISIC_0210915,0.021622148903941853
ISIC_0212435,0.02961143814299087
ISIC_0212468,0.036403806480583716
ISIC_0213848,0.03188353721296907
ISIC_0216203,0.02806928027249066
ISIC_0216447,0.16668734155795417
ISIC_0220438,0.1781915103534408
ISIC_0220466,0.02729353957970852
ISIC_0223354,0.02635218088676444
ISIC_0223463,0.027907818454557372
ISIC_0223760,0.03141262755069707
ISIC_0224309,0.028734997261066403
ISIC_0225471,0.03224336353617777
ISIC_0225894,0.02751528767899758
ISIC_0226234,0.03395441901210527
ISIC_0227767,0.03073456809752883
ISIC_0228452,0.030316590548205184
ISIC_0229266,0.03998536936669645
ISIC_0230247,0.026242667529485918
ISIC_0230499,0.027447244624676632
ISIC_0231539,0.024546732383703983
ISIC_0231788,0.026311560506159522
ISIC_0232763,0.02952308416291843
ISIC_0235107,0.024742199483251313
ISIC_0235501,0.07197316401534973
ISIC_0235505,0.043227722494072605
ISIC_0235542,0.02902004529019924
ISIC_0238185,0.028876090010494924
ISIC_0238872,0.03519038449414578
ISIC_0239635,0.10924414601722977
ISIC_0240839,0.02843694854799482
ISIC_0241566,0.026313605086367292
ISIC_0243686,0.0275385981478803
ISIC_0243937,0.02976833623681709
ISIC_0244266,0.027666161025798084
ISIC_0244465,0.030511562732149534
ISIC_0244617,0.02950585463245628
ISIC_0244885,0.0263102496070025
ISIC_0245273,0.10070319359352108
ISIC_0246008,0.02644517290117629
ISIC_0246211,0.03506019973298581
ISIC_0248702,0.027374903301632152
ISIC_0251455,0.02479275389949783
ISIC_0251656,0.02535093727527057
ISIC_0252811,0.06127029466065485
ISIC_0254594,0.02805182077262375
ISIC_0255112,0.026231545771395953
ISIC_0256267,0.02907043297602735
ISIC_0258149,0.03360596838394924
ISIC_0258489,0.0276785338324664
ISIC_0258717,0.032560033279040286
ISIC_0259209,0.10737431089271043
ISIC_0259237,0.02719046455148432
ISIC_0261866,0.04060135651651598
ISIC_0261904,0.032745724738475646
ISIC_0261907,0.025656589772306167
ISIC_0262392,0.03184147344773773
ISIC_0262492,0.05048575305888131
ISIC_0263920,0.03022373278786655
ISIC_0265011,0.0264896083131661
ISIC_0267082,0.027893719827115863
ISIC_0268025,0.04048508710132023
ISIC_0268451,0.040693811533142527
ISIC_0269476,0.02817326488076589
ISIC_0270022,0.02568221371892666
ISIC_0270367,0.02602735088881406
ISIC_0271223,0.03563777858465746
ISIC_0272190,0.02582948720058037
ISIC_0273533,0.02861545142614542
ISIC_0274458,0.06487675406426692
ISIC_0274698,0.06129634635781499
ISIC_0274789,0.14619625436524042
ISIC_0276718,0.03286497108910061
ISIC_0280382,0.029911342684091985
ISIC_0280752,0.026581423732375882
ISIC_0280782,0.029941127809606918
ISIC_0280827,0.034464560823800304
ISIC_0281227,0.028266806530689952
ISIC_0282269,0.029856367397613694
ISIC_0282486,0.02610839433971865
ISIC_0282737,0.025755652601754414
ISIC_0284147,0.0311175247681496
ISIC_0284441,0.03223374613722083
ISIC_0284485,0.030965531412909152
ISIC_0285491,0.06624775039751858
ISIC_0285697,0.027843448336159975
ISIC_0286688,0.026051987312228242
ISIC_0287132,0.02788710920115541
ISIC_0287325,0.215394151975502
ISIC_0288225,0.02719866758885281
ISIC_0290187,0.0318870801505802
ISIC_0291705,0.0602332825145616
ISIC_0292996,0.07764238382140289
ISIC_0294150,0.11962978016588913
ISIC_0296540,0.026781037437497792
ISIC_0297539,0.02878994648150743
ISIC_0297702,0.02682925313982941
ISIC_0298417,0.03615224191993306
ISIC_0299870,0.028907842191791332
ISIC_0300002,0.02393834702942351
ISIC_0301547,0.06798401115639448
ISIC_0301769,0.027362106370663403
ISIC_0304467,0.02753713467055257
ISIC_0304666,0.03220396747042655
ISIC_0304667,0.04752262214273044
ISIC_0306094,0.02803013567153192
ISIC_0307004,0.05155636079455254
ISIC_0307411,0.029217415142915898
ISIC_0309192,0.02774701674955959
ISIC_0309503,0.0358495180934896
ISIC_0310320,0.02687016394974365
ISIC_0311235,0.19473248073167648
ISIC_0311814,0.03908599907709595
ISIC_0312717,0.031877909653484277
ISIC_0313675,0.027191904003655672
ISIC_0317285,0.029172945344773132
ISIC_0318934,0.032452592628931756
ISIC_0319131,0.026253661702310842
ISIC_0319990,0.027735577712690602
ISIC_0320662,0.03126665245060896
ISIC_0321218,0.033978066596126295
ISIC_0321906,0.02748107404609436
ISIC_0321948,0.0286227933521413
ISIC_0322514,0.02795413375285783
ISIC_0327756,0.030256620275245533
ISIC_0328346,0.030235879669808282
ISIC_0328687,0.02692500556577143
ISIC_0328823,0.02602637345630162
ISIC_0329169,0.02688761465523218
ISIC_0329910,0.03193525147785662
ISIC_0330060,0.09330610388964247
ISIC_0330886,0.026222939849992733
ISIC_0332421,0.02793261816357246
ISIC_0332456,0.028031716287182522
ISIC_0334179,0.024693708497023372
ISIC_0335244,0.027994237487305593
ISIC_0335886,0.02728427257660601
ISIC_0336093,0.07289430068382695
ISIC_0338118,0.028061578984296082
ISIC_0338587,0.04032153525286618
ISIC_0339455,0.029754247423015332
ISIC_0340198,0.04172417818280346
ISIC_0340572,0.02855578549478033
ISIC_0341315,0.02768881599821095
ISIC_0343131,0.036172414718677715
ISIC_0343283,0.044831642459913015
ISIC_0346766,0.02553259842369533
ISIC_0347157,0.02739735992728614
ISIC_0348342,0.02608849834493852
ISIC_0350347,0.0298851887895441
ISIC_0350470,0.05752347821978107
ISIC_0351156,0.02565064822220502
ISIC_0351912,0.0269668711275802
ISIC_0352620,0.02527130879733539
ISIC_0353021,0.029765966952059887
ISIC_0355377,0.02705648166215253
ISIC_0358260,0.02775921283393041
ISIC_0358623,0.027565941403543702
ISIC_0359676,0.026294751468038363
ISIC_0359720,0.030472724744762203
ISIC_0361122,0.027339367943739624
ISIC_0366488,0.026861240807674627
