image_name,target
ISIC_0052060,0.23645966126388637
ISIC_0052349,0.051994172281915864
ISIC_0058510,0.31243853578583136
ISIC_0073313,0.41493352759060276
ISIC_0073502,0.44796940448005823
ISIC_0074618,0.4878710617373884
ISIC_0076801,0.455581861227463
ISIC_0077586,0.48876343106902204
ISIC_0082004,0.5474230559096704
ISIC_0082785,0.4051720997996722
ISIC_0085332,0.08910945183026771
ISIC_0087243,0.029994536514296122
ISIC_0088167,0.7126206519759606
ISIC_0089356,0.3096521580768531
ISIC_0090283,0.8011655436168276
ISIC_0092481,0.5798761609907122
ISIC_0095455,0.7848297213622291
ISIC_0095790,0.057220906938626845
ISIC_0097719,0.42979420870515395
ISIC_0099348,0.6906392278273538
ISIC_0101040,0.5460025496266618
ISIC_0101383,0.09643052267346566
ISIC_0105104,0.8818430158441085
ISIC_0108196,0.62063376434165
ISIC_0112420,0.8123656893097795
ISIC_0114232,0.2869786924057549
ISIC_0115798,0.15521762884720453
ISIC_0116844,0.520105627390275
ISIC_0126432,0.13309051174649428
ISIC_0131485,0.2221635403387361
ISIC_0131912,0.4724822436714624
ISIC_0131978,0.450373338189765
ISIC_0139322,0.5293571298488435
ISIC_0142066,0.4738481150974322
ISIC_0143109,0.949626661810235
ISIC_0148210,0.3003824439992715
ISIC_0148937,0.5704789655800401
ISIC_0150213,0.36492442178109635
ISIC_0152553,0.1306501547987616
ISIC_0153127,0.37703514842469493
ISIC_0154289,0.3808049535603715
ISIC_0155813,0.6184483700600983
ISIC_0155983,0.2704061191039883
ISIC_0157088,0.16042615188490256
ISIC_0158761,0.35090147514114
ISIC_0161963,0.7918776179202333
ISIC_0165178,0.7887270078309963
ISIC_0165230,0.5337825532689856
ISIC_0165615,0.5532325623747951
ISIC_0165617,0.46774722272810054
ISIC_0165674,0.5324348934620289
ISIC_0165928,0.5575122928428338
ISIC_0166561,0.03050446184665817
ISIC_0168125,0.6808231651793843
ISIC_0169378,0.6508286286650884
ISIC_0169575,0.473629575669277
ISIC_0169906,0.6759242396649062
ISIC_0171865,0.7466217446731014
ISIC_0172678,0.1472045164815152
ISIC_0174800,0.6714623930067384
ISIC_0175014,0.5405754871608086
ISIC_0175798,0.8927335640138407
ISIC_0176152,0.6359315243125113
ISIC_0177083,0.4567291932252777
ISIC_0178235,0.8134948096885812
ISIC_0178258,0.5393553086869423
ISIC_0178428,0.8063558550355128
ISIC_0178741,0.6871061737388453
ISIC_0180057,0.3006374066654526
ISIC_0182213,0.7742487707157167
ISIC_0183334,0.3735567291932253
ISIC_0183449,0.6650883263522127
ISIC_0183658,0.2693134219632125
ISIC_0183771,0.15532689856128212
ISIC_0186715,0.5174467310143871
ISIC_0187786,0.5822254598433801
ISIC_0188485,0.22400291385904209
ISIC_0191895,0.7157712620651976
ISIC_0192184,0.4566017118921872
ISIC_0192807,0.36064469131305776
ISIC_0193289,0.5200327809142233
ISIC_0194115,0.32154434529229653
ISIC_0195744,0.559533782553269
ISIC_0195995,0.11509743216171917
ISIC_0196159,0.676233837188126
ISIC_0196622,0.04729557457657986
ISIC_0196807,0.31285740302312876
ISIC_0197182,0.6391914041158259
ISIC_0197440,0.4822254598433801
ISIC_0197860,0.7676379530140229
ISIC_0198376,0.3598980149335276
ISIC_0198622,0.6891458750682936
ISIC_0199195,0.7242032416681843
ISIC_0199718,0.7152249134948097
ISIC_0199780,0.48553997450373343
ISIC_0200120,0.8378983791659079
ISIC_0204399,0.425587324713167
ISIC_0204875,0.6403569477326534
ISIC_0205627,0.41923146967765434
ISIC_0206261,0.7195410672008742
ISIC_0206934,0.5124931706428701
ISIC_0207197,0.7432161719176834
ISIC_0208233,0.8692952103441997
ISIC_0209640,0.10695683846293935
ISIC_0210915,0.6178291750136587
ISIC_0212435,0.4164268803496631
ISIC_0212468,0.520888727007831
ISIC_0213848,0.757184483700601
ISIC_0216203,0.36924057548716077
ISIC_0216447,0.7894372609725004
ISIC_0220438,0.8346020761245674
ISIC_0220466,0.6897104352576944
ISIC_0223354,0.1939537424877072
ISIC_0223463,0.4938444727736296
ISIC_0223760,0.6187397559643052
ISIC_0224309,0.8133309051174649
ISIC_0225471,0.3393735203059552
ISIC_0225894,0.5794390821344018
ISIC_0226234,0.29521034419959935
ISIC_0227767,0.08513931888544893
ISIC_0228452,0.5358586778364597
ISIC_0229266,0.48641413221635404
ISIC_0230247,0.4052631578947368
ISIC_0230499,0.45332362046985974
ISIC_0231539,0.6064469131305773
ISIC_0231788,0.3697505008195229
ISIC_0232763,0.31520670187579675
ISIC_0235107,0.5397559643052267
ISIC_0235501,0.6392096157348388
