image_name,target
ISIC_6381819,0.000526
ISIC_1469194,0.006751
ISIC_6026959,0.015848
ISIC_5583376,0.013274
ISIC_3829596,0.005587
ISIC_6240439,0.000000
ISIC_5714684,0.000189
ISIC_5403736,0.000000
ISIC_2569869,0.000148
ISIC_7198276,0.000000
ISIC_6932354,0.114787
ISIC_7577155,0.000020
ISIC_3923249,0.000304
ISIC_5410641,0.001740
ISIC_8191278,0.020562
ISIC_9439231,0.000000
ISIC_2101606,0.000000
ISIC_4160979,0.000000
ISIC_2285024,0.025423
ISIC_4814785,0.000000
ISIC_9978346,0.041865
ISIC_1111490,0.007756
ISIC_4714103,0.000223
ISIC_7192471,0.007249
ISIC_9652852,0.085637
ISIC_8825533,0.000563
ISIC_0394763,0.000000
ISIC_1674326,0.000000
ISIC_2109743,0.006458
ISIC_6353402,0.006658
ISIC_3449240,0.011410
ISIC_2701388,0.006507
ISIC_1786786,0.018294
ISIC_9846836,0.175152
ISIC_1365041,0.036770
ISIC_2510291,0.012796
ISIC_3924221,0.000111
ISIC_3813860,0.216598
ISIC_0336093,0.004941
ISIC_9661408,0.002541
ISIC_9780991,0.022359
ISIC_6855256,0.067549
ISIC_8452182,0.006954
ISIC_7461873,0.013406
ISIC_6408546,0.000079
ISIC_0419005,0.125503
ISIC_5376943,0.006187
ISIC_9649315,0.000320
ISIC_4591340,0.005160
ISIC_5026157,0.006454
ISIC_7817990,0.001009
ISIC_0963642,0.000105
ISIC_0999078,0.000702
ISIC_5137296,0.000000
ISIC_7279038,0.001591
ISIC_9539564,0.010019
ISIC_8258916,0.000000
ISIC_3834937,0.000000
ISIC_2266450,0.012634
ISIC_9019049,0.010262
ISIC_7031153,0.154285
ISIC_1434910,0.000004
ISIC_5883709,0.000246
ISIC_8857430,0.000340
ISIC_1267011,0.005422
ISIC_5668654,0.000000
ISIC_2406681,0.034069
ISIC_7094911,0.000706
ISIC_2388019,0.001403
ISIC_9155599,0.000091
ISIC_5393971,0.000009
ISIC_9474385,0.102485
ISIC_8811459,0.121628
ISIC_2488804,0.001924
ISIC_8471690,0.043007
ISIC_8135508,0.020155
ISIC_0435396,0.044715
ISIC_0377642,0.104413
ISIC_1410492,0.000012
ISIC_2290433,0.000186
ISIC_0772706,0.007928
ISIC_2061556,0.010087
ISIC_2632644,0.532223
ISIC_3575838,0.000000
ISIC_5797446,0.009117
ISIC_2578562,0.001956
ISIC_8232175,0.007042
ISIC_5345285,0.000000
ISIC_0256267,0.123529
ISIC_5545935,0.002804
ISIC_0517673,0.004784
ISIC_4557263,0.015250
